Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2005081790720,2005-08-05 00:00:00,2005-07-26 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,282.28,Denied,0.0,Deny,10.0,282.28
2006021701719,2006-02-09 00:00:00,2005-12-30 00:00:00,PIT,Pittsburgh International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),105.0,Settled,50.0,Settle,41.0,55.0
2008123053819,2008-12-22 00:00:00,2008-11-23 00:00:00,JFK,John F. Kennedy International,Air Canada,Passenger Property Loss,Checked Baggage,Jewelry - Costume,485.98,Settled,242.99,Settle,29.0,242.99
2004090762198,2004-08-05 00:00:00,2004-07-30 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Theft,Checked Baggage,Other,209.47,Approved,209.47,Approve in Full,6.0,0.0
2006052507019,2006-05-24 00:00:00,2006-05-11 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,250.0,Settled,210.0,Settle,13.0,40.0
2008051444227,2008-05-08 00:00:00,2008-03-09 00:00:00,BDL,Bradley International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; DVD/CD Players; Other,262.9,Denied,0.0,Deny,60.0,262.9
2006020200830,2006-01-27 00:00:00,2006-01-16 00:00:00,HDN,Yampa Valley Regional,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,60.0,Denied,0.0,Deny,11.0,60.0
2005032980392,2005-03-16 00:00:00,2005-02-21 00:00:00,OAK,Metropolitan Oakland International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,175.0,Approved,175.0,Approve in Full,23.0,0.0
2004122770957,2004-12-27 00:00:00,2004-11-04 00:00:00,RDU,Raleigh-Durham International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,10.0,Denied,0.0,Deny,53.0,10.0
2007060726521,2007-06-04 00:00:00,2007-05-07 00:00:00,TXK,Texarkana Regional Airport,American Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital,322.97,Denied,0.0,Deny,28.0,322.97
2007121136339,2007-12-07 00:00:00,2007-11-19 00:00:00,LAS,McCarran International,Northwest Airlines,Property Damage,Checked Baggage,Other,200.0,Denied,0.0,Deny,18.0,200.0
2009082763040,2009-08-24 00:00:00,2009-08-11 00:00:00,PBI,Palm Beach International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.; Clothing - Shoes; belts; accessories; etc.; Currency,38.02,Denied,0.0,Deny,13.0,38.02
2008051644382,2008-05-12 00:00:00,2008-03-20 00:00:00,PHX,Phoenix Sky Harbor International,USAir,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),250.0,Denied,0.0,Deny,53.0,250.0
2004060855108,2004-05-27 00:00:00,2004-04-30 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Other,80.0,Approved,80.0,Approve in Full,27.0,0.0
2006012099895,2006-01-13 00:00:00,2006-01-02 00:00:00,SAN,San Diego International,Continental Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,762.56,Settled,190.64,Settle,11.0,571.92
0226335M,2004-02-26 00:00:00,2004-02-11 00:00:00,ORF,Norfolk International,USAir,Passenger Property Loss,Checked Baggage,Other,75.0,Settled,37.5,Settle,15.0,37.5
2009073062006,2009-07-28 00:00:00,2009-07-20 00:00:00,PIT,Pittsburgh International Airport,American Eagle,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),212.93,Denied,0.0,Deny,8.0,212.93
2008052344793,2008-05-19 00:00:00,2008-04-16 00:00:00,SAT,San Antonio International,Southwest Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),269.54,Denied,0.0,Deny,33.0,269.54
2007121736542,2007-12-12 00:00:00,2007-09-04 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checkpoint,Cameras - Digital,1500.0,Approved,1500.0,Approve in Full,99.0,0.0
2004071659657,2004-07-06 00:00:00,2004-02-11 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines,Property Damage,Checked Baggage,Other,220.0,Approved,220.0,Approve in Full,146.0,0.0
0530005L,2003-05-30 00:00:00,2003-05-11 00:00:00,PDX,Portland International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),38.0,Approved,38.0,Approve in Full,19.0,0.0
2006060207275,2006-05-31 00:00:00,2006-05-01 00:00:00,CRP,Corpus Christi International,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),250.0,Settled,125.0,Settle,30.0,125.0
2007060626411,2007-05-30 00:00:00,2007-05-22 00:00:00,SYR,Syracuse-Hancock International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,130.0,Denied,0.0,Deny,8.0,130.0
2006092713417,2006-09-25 00:00:00,2006-09-14 00:00:00,AVP,Wilkes-Barre/Scranton International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.,70.0,Settled,35.0,Settle,11.0,35.0
2005072889839,2005-07-26 00:00:00,2005-07-18 00:00:00,F,Foreign airport,Northwest Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),150.0,Denied,0.0,Deny,8.0,150.0
2010010567114,2009-12-28 00:00:00,2009-11-17 06:00:00,DEN,Denver International Airport,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,64.99,Approved,64.99,Approve in Full,40.0,0.0
2008031040704,2008-02-25 00:00:00,2008-02-10 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Telephones; Answering Machines; Telecommunication for the Deaf,471.27,Denied,0.0,Deny,15.0,471.27
2008092250181,2008-09-17 00:00:00,2008-09-07 00:00:00,JFK,John F. Kennedy International,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Denied,0.0,Deny,10.0,150.0
2006021001313,2006-02-03 00:00:00,2005-11-04 00:00:00,MIA,Miami International Airport,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Other,43.77,Approved,43.77,Approve in Full,91.0,0.0
2005082291101,2005-08-12 00:00:00,2005-06-08 00:00:00,EWR,Newark International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Computer - Laptop,800.0,Settled,587.67,Settle,65.0,212.33000000000004
2007020720397,2007-02-05 00:00:00,2007-02-04 00:00:00,BNA,Nashville International,Jet Blue,Passenger Property Loss,Checked Baggage,Currency,60.0,Denied,0.0,Deny,1.0,60.0
2005091492434,2005-09-01 00:00:00,2005-07-23 00:00:00,ICT,Wichita Mid-Continent,UAL,Passenger Property Loss,Checked Baggage,Locks,4.0,Approved,4.0,Approve in Full,40.0,0.0
2005092993443,2005-09-20 00:00:00,2005-07-31 00:00:00,PIT,Pittsburgh International Airport,AirTran Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),199.99,Settled,169.99,Settle,51.0,30.0
2008010837524,2007-12-31 00:00:00,2007-11-16 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital; Jewelry - Fine,745.98,Denied,0.0,Deny,45.0,745.98
2008112652816,2008-10-24 00:00:00,2008-07-02 00:00:00,PHX,Phoenix Sky Harbor International,USAir,Property Damage,Checked Baggage,Alcoholic beverages; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Clothing - Shoes; belts; accessories; etc.,250.0,Denied,0.0,Deny,114.0,250.0
2004051351703,2004-03-30 00:00:00,2004-02-20 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,40.0,Approved,40.0,Approve in Full,39.0,0.0
2008050143660,2008-04-30 00:00:00,2008-03-11 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Other,50.0,Denied,0.0,Deny,50.0,50.0
2004091562973,2004-08-03 00:00:00,2004-05-23 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),41.13,Approved,41.13,Approve in Full,72.0,0.0
2004051351864,2004-03-24 00:00:00,2004-03-09 00:00:00,DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,560.0,Denied,0.0,Deny,15.0,560.0
2007083031169,2007-08-28 00:00:00,2007-08-21 00:00:00,EWR,Newark International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Alcoholic beverages; MP3 Players-(iPods; etc),195.24,Denied,0.0,Deny,7.0,195.24
2004052753702,2004-04-20 00:00:00,2004-02-15 00:00:00,SMF,Sacramento International Airport,Northwest Airlines,Property Damage,Checked Baggage,Locks,4.78,Denied,0.0,Deny,65.0,4.78
2006091312499,2006-09-06 00:00:00,2006-08-09 00:00:00,IAH,Houston - George Bush Intercontinental Airport,UAL,Property Damage,Checkpoint,Handbags & Purses (leather or fabric),398.36,Settled,199.18,Settle,28.0,199.18
2009110365041,2009-10-28 00:00:00,2009-10-17 08:00:00,SLC,Salt Lake City International Airport,Southwest Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),288.42,Denied,0.0,Deny,10.0,288.42
2004051351741,2004-03-12 00:00:00,2003-12-06 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,72.39,Settled,36.2,Settle,97.0,36.19
2004071659626,2004-07-06 00:00:00,2004-06-17 00:00:00,RIC,Richmond International,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,47.4,Approved,47.4,Approve in Full,19.0,0.0
2009061560164,2009-06-10 00:00:00,2009-05-05 00:00:00,OKC,Will Rogers World,Northwest Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),160.92,Denied,0.0,Deny,36.0,160.92
0129044L,2003-01-29 00:00:00,2002-12-20 00:00:00,PHX,Phoenix Sky Harbor International,America West,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Approved,50.0,Approve in Full,40.0,0.0
2009031056036,2009-02-23 00:00:00,2009-02-10 00:00:00,AUS,Austin-Bergstrom International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Other,175.0,Denied,0.0,Deny,13.0,175.0
0801080M,2003-08-01 00:00:00,2003-06-27 00:00:00,SEA,Seattle-Tacoma International,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,346.85,Settled,173.42,Settle,35.0,173.43000000000004
2005040681691,2005-04-04 00:00:00,2005-03-19 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,250.0,Denied,0.0,Deny,16.0,250.0
2005092693242,2005-08-14 00:00:00,2005-07-20 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,22.92,Denied,0.0,Deny,25.0,22.92
2008111752313,2008-10-31 00:00:00,2008-10-23 00:00:00,MIA,Miami International Airport,USAir,Property Damage,Checkpoint,Luggage (all types including footlockers),75.0,Approved,75.0,Approve in Full,8.0,0.0
2007071128110,2007-06-29 00:00:00,2007-06-14 00:00:00,SLC,Salt Lake City International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),53.3,Denied,0.0,Deny,15.0,53.3
2005100493934,2005-09-27 00:00:00,2005-09-14 00:00:00,SEA,Seattle-Tacoma International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,123.0,Denied,0.0,Deny,13.0,123.0
2008031941249,2008-03-13 00:00:00,2008-03-01 00:00:00,CMH,Port Columbus International,USAir,Property Damage,Checked Baggage,Other,300.0,Denied,0.0,Deny,12.0,300.0
2008041142425,2008-04-03 00:00:00,2008-03-29 00:00:00,ASE,Aspen Pitkin County Sardy Field,UAL,Property Damage,Checked Baggage,Other,100.0,Denied,0.0,Deny,5.0,100.0
2008012538559,2008-01-18 00:00:00,2008-01-10 00:00:00,ALB,Albany International,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),139.0,Denied,0.0,Deny,8.0,139.0
2008091650000,2008-09-15 00:00:00,2008-09-10 00:00:00,PHX,Phoenix Sky Harbor International,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,450.0,Denied,0.0,Deny,5.0,450.0
2007082931070,2007-08-27 00:00:00,2007-08-08 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,300.0,Denied,0.0,Deny,19.0,300.0
2004061555862,2004-05-13 00:00:00,2004-04-22 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,57.0,Settled,28.85,Settle,21.0,28.15
2006040704258,2006-03-28 00:00:00,2006-03-06 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checkpoint,Other,304.18,Denied,0.0,Deny,22.0,304.18
2004072359929,2004-06-29 00:00:00,2004-05-14 00:00:00,IND,Indianapolis International,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),60.0,Settled,50.0,Settle,46.0,10.0
2008073047720,2008-07-23 00:00:00,2008-06-24 00:00:00,DCA,Ronald Reagan Washington National Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Settled,40.0,Settle,29.0,160.0
2004051351806,2004-03-24 00:00:00,2004-03-16 00:00:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,138.44,Settled,69.22,Settle,8.0,69.22
2005050984285,2005-05-09 00:00:00,2005-04-25 00:00:00,EWR,Newark International Airport,ATA Aerocondor,Property Damage,Checked Baggage,Luggage (all types including footlockers),59.99,Approved,59.99,Approve in Full,14.0,0.0
2008112452715,2008-11-17 00:00:00,2008-10-31 00:00:00,MIA,Miami International Airport,UAL,Property Damage,Checkpoint,Computer - Laptop,160.0,Approved,160.0,Approve in Full,17.0,0.0
2006022301999,2006-02-17 00:00:00,2006-01-26 00:00:00,PHF,Newport News / Williamsburg International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,22.0,0.0
2006020701051,2006-01-31 00:00:00,2006-01-22 00:00:00,MEM,Memphis International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,337.02,Approved,337.02,Approve in Full,9.0,0.0
2008041142413,2008-04-03 00:00:00,2008-03-16 00:00:00,HNL,Honolulu International Airport,UAL,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),172.97,Denied,0.0,Deny,18.0,172.97
2008050944087,2008-05-06 00:00:00,2008-04-21 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Denied,0.0,Deny,15.0,100.0
2007062927626,2007-06-25 00:00:00,2007-06-04 00:00:00,CLT,Charlotte/Douglas International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,95.0,Denied,0.0,Deny,21.0,95.0
2004051351731,2004-03-24 00:00:00,2004-01-14 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checkpoint,Jewelry - Fine,380.0,Denied,0.0,Deny,70.0,380.0
1006073M,2003-10-06 00:00:00,2003-08-26 00:00:00,TPA,Tampa International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,40.0,Approved,40.0,Approve in Full,41.0,0.0
2010010667220,2009-12-08 00:00:00,2009-07-04 07:00:00,BOS,Boston (Logan) International Airport,American Airlines,Passenger Property Loss,Checkpoint,Toys (game systems; cartridges; radio controlled cars; etc.),325.0,Settled,287.94,Settle,156.0,37.06
2004052853739,2004-04-21 00:00:00,2004-03-16 00:00:00,LAX,Los Angeles International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,800.0,Settled,400.0,Settle,36.0,400.0
2004101364935,2004-09-10 00:00:00,2004-08-27 00:00:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Property Damage,Checked Baggage,Other,499.99,Denied,0.0,Deny,14.0,499.99
2009032056513,2009-03-03 00:00:00,2008-09-06 07:00:00,LGA,LaGuardia,American Airlines,Property Damage,Checkpoint,Watches - Expensive more than $100,2616.17,Approved,2616.17,Approve in Full,177.0,0.0
2007091732081,2007-09-12 00:00:00,2007-08-07 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,40.0,Denied,0.0,Deny,36.0,40.0
2005081290442,2005-08-02 00:00:00,2005-07-14 00:00:00,PSC,Tri-Cities,Alaska Airlines,Passenger Property Loss,Checked Baggage,Medicines,274.66,Settled,137.33,Settle,19.0,137.33
2008122253683,2008-12-17 00:00:00,2008-11-27 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,200.0,Denied,0.0,Deny,20.0,200.0
2004070158213,2003-12-17 00:00:00,2003-04-16 00:00:00,MSY,New Orleans International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,230.0,Approved,230.0,Approve in Full,245.0,0.0
2004122270380,2004-11-15 00:00:00,2004-09-09 00:00:00,TUS,Tucson International,American Airlines,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,114.13,Settled,57.06,Settle,67.0,57.06999999999999
2007080930004,2007-08-06 00:00:00,2006-12-17 00:00:00,STT,Cyril E. King International,USAir,Passenger Property Loss,Checked Baggage,Alcoholic beverages,24.95,Settled,12.48,Settle,232.0,12.469999999999999
2004110466293,2004-09-16 00:00:00,2004-07-24 00:00:00,RDU,Raleigh-Durham International,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,48.0,Approved,48.0,Approve in Full,54.0,0.0
0105505M,2004-01-05 00:00:00,2003-12-15 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,269.94,Denied,0.0,Deny,21.0,269.94
0212160M,2004-02-12 00:00:00,2004-02-02 00:00:00,MEM,Memphis International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,84.6,Approved,84.6,Approve in Full,10.0,0.0
2007051125273,2007-05-09 00:00:00,2007-01-16 00:00:00,BNA,Nashville International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,408.9,Approved,408.9,Approve in Full,113.0,0.0
1016151M,2003-10-16 00:00:00,2003-10-07 00:00:00,TPA,Tampa International,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,345.66,Approved,345.66,Approve in Full,9.0,0.0
2005070588199,2005-07-01 00:00:00,2005-06-11 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Property Damage,Checked Baggage,Other,242.64,Denied,0.0,Deny,20.0,242.64
2007053125989,2007-05-23 00:00:00,2007-04-20 00:00:00,PDX,Portland International,Northwest Airlines,Property Damage,Checked Baggage,Other,24.0,Approved,24.0,Approve in Full,33.0,0.0
2005032880032,2005-03-09 00:00:00,2005-02-23 00:00:00,FLL,Ft. Lauderdale-Hollywood International,USA 3000 (U5),Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,298.0,Settled,89.4,Settle,14.0,208.6
2008071546905,2008-07-08 00:00:00,2008-06-08 00:00:00,MAF,Midland International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,150.0,Denied,0.0,Deny,30.0,150.0
0725501M,2003-07-03 00:00:00,2003-06-24 00:00:00,DCA,Ronald Reagan Washington National Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,406.7,Approved,406.7,Approve in Full,9.0,0.0
2005120596971,2005-11-22 00:00:00,2005-10-15 00:00:00,HOU,William P. Hobby,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,100.0,Denied,0.0,Deny,38.0,100.0
2005062787250,2005-06-17 00:00:00,2005-05-21 00:00:00,ICT,Wichita Mid-Continent,UAL,Passenger Property Loss,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,27.0,0.0
2006032203549,2006-03-17 00:00:00,2006-03-03 00:00:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,540.01,Denied,0.0,Deny,14.0,540.01
2005091592580,2005-09-08 00:00:00,2005-08-24 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checkpoint,Computer - Laptop,1054.13,Approved,1054.13,Approve in Full,15.0,0.0
2005051784909,2005-05-11 00:00:00,2005-04-15 00:00:00,JAX,Jacksonville International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,482.3,Settled,425.66,Settle,26.0,56.639999999999986
2004120768685,2004-10-07 00:00:00,2004-10-01 00:00:00,LGB,Long Beach,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,220.0,Denied,0.0,Deny,6.0,220.0
0829060M,2003-08-29 00:00:00,2003-06-28 00:00:00,BOS,Boston (Logan) International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,12.56,Approved,12.56,Approve in Full,62.0,0.0
0731129M,2003-07-31 00:00:00,2003-07-23 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,599.04,Settled,203.22,Settle,8.0,395.81999999999994
2007110234406,2007-10-31 00:00:00,2007-10-20 00:00:00,LAS,McCarran International,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Jewelry - Fine,305.0,Denied,0.0,Deny,11.0,305.0
2008123053845,2008-12-22 00:00:00,2008-10-29 00:00:00,JFK,John F. Kennedy International,American Airlines,Property Damage,Checkpoint,Computer - Laptop,1369.18,Settled,1175.22,Settle,54.0,193.96000000000004
2008050844001,2008-05-06 00:00:00,2008-04-20 00:00:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),259.99,Denied,0.0,Deny,16.0,259.99
2007080229505,2007-07-30 00:00:00,2007-07-22 00:00:00,ONT,Ontario International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),500.0,Denied,0.0,Deny,8.0,500.0
2005052385325,2005-05-20 00:00:00,2005-04-25 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,350.0,Settled,228.58,Settle,25.0,121.41999999999999
0203220M,2004-02-03 00:00:00,2004-01-25 00:00:00,RSW,Southwest Florida International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,42.0,Approved,42.0,Approve in Full,9.0,0.0
2006081511019,2006-08-11 00:00:00,2006-03-25 00:00:00,RDU,Raleigh-Durham International,American Airlines,Passenger Property Loss,Checked Baggage,Locks,7.48,Approved,7.48,Approve in Full,139.0,0.0
2004043050279,2004-03-10 00:00:00,2003-02-06 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),518.0,Settled,249.0,Settle,398.0,269.0
0624108M,2003-06-24 00:00:00,2003-06-06 00:00:00,DSM,Des Moines International,UAL,Property Damage,Checked Baggage,Locks,150.0,Denied,0.0,Deny,18.0,150.0
0616104L,2003-06-16 00:00:00,2003-05-30 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Other,290.22,Settled,145.0,Settle,17.0,145.22000000000003
2007061226751,2007-06-04 00:00:00,2007-04-14 00:00:00,OMA,Eppley Airfield,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Settled,50.0,Settle,51.0,100.0
2006073110222,2006-07-25 00:00:00,2006-05-20 00:00:00,PHX,Phoenix Sky Harbor International,UAL,Property Damage,Checked Baggage,Jewelry - Fine,25.0,Approved,25.0,Approve in Full,66.0,0.0
0114592M,2004-01-14 00:00:00,2004-01-03 00:00:00,TPA,Tampa International,Northwest Airlines,Property Damage,Checked Baggage,Other,30.0,Settled,15.0,Settle,11.0,15.0
2004092964133,2004-08-19 00:00:00,2004-07-23 00:00:00,GPT,Gulfport-Biloxi International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,165.0,Denied,0.0,Deny,27.0,165.0
2005032880093,2005-03-14 00:00:00,2004-10-19 00:00:00,SAV,Savannah International,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),170.0,Settled,69.0,Settle,146.0,101.0
2006111515710,2006-11-07 00:00:00,2006-10-07 00:00:00,MSY,New Orleans International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine; Luggage (all types including footlockers),410.0,Settled,360.0,Settle,31.0,50.0
2009081962737,2009-08-13 00:00:00,2009-06-24 00:00:00,JFK,John F. Kennedy International,Virgin America,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers); Other,282.41,Denied,0.0,Deny,50.0,282.41
2007042424398,2007-04-23 00:00:00,2007-04-18 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Other,400.0,Denied,0.0,Deny,5.0,400.0
2009092163893,2009-09-18 00:00:00,2009-09-10 00:00:00,DCA,Ronald Reagan Washington National Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; MP3 Players-(iPods; etc),92.91,Denied,0.0,Deny,8.0,92.91
2004122069639,2004-10-28 00:00:00,2004-08-19 00:00:00,DCA,Ronald Reagan Washington National Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,PDA - Personal Data Assistants,321.0,Settled,120.0,Settle,70.0,201.0
2006011899773,2006-01-10 00:00:00,2005-12-17 00:00:00,PBI,Palm Beach International,Delta Air Lines,Property Damage,Checked Baggage,Cameras - Digital,212.8,Denied,0.0,Deny,24.0,212.8
2005032279109,2005-03-16 00:00:00,2004-10-14 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,100.0,Settled,50.0,Settle,153.0,50.0
2008022039884,2008-02-12 00:00:00,2008-01-24 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),37.81,Denied,0.0,Deny,19.0,37.81
2004073060284,2004-07-09 00:00:00,2004-04-30 00:00:00,TPA,Tampa International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Settled,50.0,Settle,70.0,150.0
2006070308836,2006-06-29 00:00:00,2006-06-14 00:00:00,HOU,William P. Hobby,Southwest Airlines,Property Damage,Checked Baggage,Lamps (including sun lamps),200.0,Approved,200.0,Approve in Full,15.0,0.0
0729069M,2003-07-29 00:00:00,2003-05-20 00:00:00,BTR,Baton Rouge Metropolitan,Delta Air Lines,Property Damage,Checked Baggage,Other,25.99,Approved,25.99,Approve in Full,70.0,0.0
